SPOT,AGE,SEX,Total accommodation fee,Total transportation cost,Number_of_people,Accommodation
106,1,0,82,1,1,1
8,4,0,25,1,1,1
44,2,1,0,1,1,0
19,2,0,0,1,1,0
221,4,0,0,2,2,1
164,2,1,0,1,2,0
216,2,0,67,1,1,1
6,1,1,71,1,1,1
39,1,0,0,1,1,0
46,3,1,0,1,2,0
13,3,1,141,2,3,1
164,1,1,0,1,2,0
6,4,1,82,1,2,1
44,4,0,0,1,1,0
45,2,0,0,1,0,0
48,1,1,0,1,1,0
164,3,1,0,1,2,0
208,2,1,104,1,1,1
164,3,1,0,1,2,0
39,3,1,0,1,1,0
36,1,1,0,1,1,0
46,1,0,0,1,1,0
15,2,1,0,1,1,0
32,4,1,0,1,3,0
155,5,1,0,1,1,0
46,3,0,79,1,2,1
162,2,0,0,1,2,0
24,5,0,0,1,1,0
202,3,0,82,3,3,1
0,5,1,124,2,3,1
92,1,0,0,1,0,0
18,4,0,0,1,1,0
15,1,1,67,1,3,1
164,1,0,0,1,1,0
19,1,1,0,1,2,0
219,2,1,67,1,2,1
178,4,1,0,2,2,1
43,1,1,0,1,1,0
204,2,0,0,1,1,0
210,3,0,0,1,2,1
0,1,0,37,1,1,1
218,2,0,0,1,2,1
37,3,0,0,1,3,0
192,2,1,0,2,2,1
18,1,0,25,1,1,1
156,4,0,0,1,2,0
221,4,1,42,1,3,1
157,3,0,0,1,1,0
18,4,0,0,1,2,0
44,1,0,0,1,1,0
224,2,0,0,1,2,1
33,5,1,0,1,2,0
36,1,1,30,1,2,1
201,1,1,199,4,3,1
156,5,0,0,1,4,0
188,2,0,0,1,1,1
225,1,0,37,1,1,1
26,3,0,0,1,3,0
18,2,0,0,1,1,0
0,4,0,6,1,1,1
12,1,1,42,1,2,1
45,2,1,0,1,1,0
208,1,0,58,1,1,1
155,4,0,0,1,4,0
25,2,0,0,1,2,0
0,1,0,82,1,1,1
25,3,0,0,1,3,0
18,2,0,0,1,1,0
8,1,1,49,1,2,1
28,2,0,0,1,2,0
26,3,0,0,1,2,0
45,4,1,0,1,3,0
48,2,1,0,1,1,0
201,1,1,184,3,2,1
36,2,1,0,1,2,0
30,1,0,0,1,1,0
6,3,0,41,1,3,1
36,2,1,42,1,2,1
201,1,0,206,3,1,1
18,2,0,49,2,2,1
33,1,1,0,1,1,0
220,2,0,82,1,1,1
0,2,1,82,1,2,1
34,1,0,0,1,1,0
177,4,0,124,2,3,1
12,1,1,141,2,3,1
18,5,0,0,1,18,0
25,3,1,0,1,2,0
162,3,0,0,1,3,0
30,1,1,0,1,2,0
44,2,0,0,1,2,0
214,2,1,0,1,2,1
202,3,0,199,3,3,1
33,2,0,0,1,1,0
26,3,1,0,1,2,0
155,2,1,0,1,3,0
18,4,0,0,1,3,0
199,3,0,0,1,2,0
202,1,0,166,3,1,1
8,1,1,0,1,1,0
37,2,1,0,1,2,0
33,1,1,0,1,1,0
188,1,0,106,1,3,1
228,4,1,144,2,3,1
0,1,1,58,2,1,1
206,2,0,0,1,3,0
48,2,1,0,1,2,0
36,2,1,49,1,1,1
207,3,0,71,1,3,1
208,1,1,0,1,3,0
53,1,0,82,2,1,1
28,2,1,0,1,2,0
25,1,0,0,1,1,0
19,2,0,0,1,2,0
117,1,1,123,2,2,1
99,2,0,0,2,3,1
0,2,1,0,1,1,1
20,3,0,0,1,3,0
48,3,1,0,1,3,0
36,2,0,0,1,1,0
66,3,0,37,2,1,1
164,1,0,0,1,1,0
46,2,0,82,1,4,1
12,1,1,0,1,2,0
38,3,1,0,1,3,0
14,3,0,5,1,1,1
14,2,0,58,1,3,1
4,4,1,164,2,11,1
185,4,0,0,2,1,1
18,3,0,71,1,3,1
171,1,1,41,2,1,1
15,5,0,0,1,9,1
123,1,1,106,1,1,1
2,2,0,0,1,2,0
34,1,0,0,1,0,0
22,3,0,0,1,2,0
215,5,0,0,1,1,1
12,2,0,0,1,1,0
164,1,1,0,1,3,0
216,5,1,67,1,3,1
68,4,1,15,2,2,1
15,0,1,106,1,3,1
3,3,0,58,1,3,1
123,1,0,67,2,1,1
30,2,0,0,1,1,0
21,1,1,0,1,2,0
31,1,0,0,1,2,0
36,2,1,0,1,1,0
123,1,1,106,1,1,1
46,2,0,0,1,1,0
202,2,0,58,2,0,1
164,3,1,0,1,1,0
31,1,0,0,1,1,0
1,3,1,41,1,1,1
155,1,1,0,1,1,0
4,3,0,67,1,1,1
72,1,1,0,1,0,0
201,1,1,11,2,1,1
1,4,0,67,1,1,1
8,2,0,0,1,0,0
36,1,1,0,1,1,0
92,5,0,17,1,2,1
207,3,1,0,1,3,0
123,3,0,82,1,1,1
157,4,0,0,1,2,0
12,1,0,71,1,3,1
27,5,1,0,1,2,0
18,3,0,0,1,2,0
201,4,1,25,2,1,1
31,3,1,0,1,1,0
164,3,1,0,1,1,0
164,1,1,0,1,1,0
36,4,1,0,1,1,0
177,5,0,37,1,1,1
123,4,0,30,2,1,1
26,4,1,0,1,3,0
36,2,0,0,1,1,0
18,1,1,0,1,1,0
155,2,0,0,1,1,0
18,2,1,0,1,2,0
36,1,0,0,1,1,0
155,5,0,0,1,1,0
34,5,0,0,1,1,0
43,2,1,0,1,3,0
2,1,0,82,1,1,1
163,2,0,0,1,1,0
18,4,0,0,1,2,0
201,1,1,58,1,2,1
162,2,0,0,1,0,0
12,1,0,0,1,3,0
26,3,1,0,1,2,0
18,2,0,0,1,1,0
192,1,1,71,2,4,1
51,1,1,106,1,1,1
199,3,1,106,1,4,1
48,3,0,70,1,2,1
35,3,0,0,1,1,0
19,1,1,0,1,1,0
172,4,0,140,2,6,1
228,4,0,5,1,1,1
207,2,1,0,1,1,0
223,3,1,67,1,2,1
44,1,0,0,1,1,0
0,2,1,11,1,2,1
44,2,0,0,1,1,0
24,5,1,0,1,1,0
45,3,0,0,1,0,0
4,1,1,82,1,1,1
162,3,1,57,1,2,1
92,3,0,0,2,4,1
0,5,1,58,1,1,1
164,4,1,0,1,1,0
36,2,1,0,1,1,0
4,5,1,42,1,2,1
202,1,1,141,2,1,1
100,5,1,0,2,1,0
36,3,1,0,1,2,0
162,3,1,0,1,2,0
19,1,1,0,1,1,0
45,4,0,0,1,0,0
4,2,0,106,1,1,1
155,1,0,166,1,7,1
49,4,0,120,2,2,1
30,5,0,0,1,0,0
201,1,1,78,3,1,1
155,1,1,0,1,1,0
44,4,1,0,1,2,0
207,1,0,0,1,1,0
214,2,1,41,1,1,1
1,3,0,124,1,3,1
202,4,0,110,2,1,1
17,5,1,0,1,0,0
18,3,0,82,1,2,1
6,2,0,82,2,2,1
4,3,1,106,2,4,1
36,4,1,0,1,3,0
32,3,0,0,1,0,0
165,5,1,0,0,3,1
49,1,0,82,2,3,1
149,3,0,94,1,3,1
48,5,0,0,1,5,0
40,2,1,0,1,2,0
155,3,0,0,1,1,1
44,1,1,0,1,2,0
26,3,0,25,1,3,1
7,3,0,37,1,3,1
201,1,1,134,3,1,1
6,2,0,67,1,2,1
224,3,1,82,1,3,1
6,4,0,67,1,2,1
164,1,0,0,1,0,0
163,6,0,21,1,1,1
36,4,0,0,1,2,0
25,5,0,0,1,1,0
164,1,1,0,1,1,0
31,1,1,0,1,1,0
44,2,1,0,1,1,0
34,4,1,0,1,2,0
4,4,1,58,1,1,1
18,3,0,70,1,2,1
11,2,0,0,1,0,1
202,1,1,71,2,1,1
4,3,1,124,2,3,1
192,3,0,78,1,3,1
164,1,0,0,1,2,0
224,2,0,41,1,1,1
36,4,1,0,1,2,0
22,2,0,0,1,1,0
18,2,0,67,1,1,1
164,3,1,0,1,3,0
188,3,0,0,1,3,1
41,3,1,0,1,3,0
118,2,1,0,2,1,1
28,1,1,0,1,5,0
103,2,0,106,2,7,1
185,4,0,0,2,3,1
44,4,1,0,1,2,0
201,5,0,199,4,5,1
48,2,0,0,1,0,1
202,2,1,106,3,1,1
1,3,0,124,1,3,1
47,1,1,0,1,1,0
47,3,1,0,1,2,0
19,5,1,0,1,2,0
175,2,1,78,2,3,1
8,6,1,0,1,1,0
164,1,1,0,1,2,1
45,5,1,123,1,2,1
207,4,1,0,1,2,0
53,6,0,0,2,2,1
15,2,0,49,1,2,1
33,4,0,0,1,1,0
4,3,0,141,2,3,1
32,5,0,105,1,8,1
6,4,0,82,1,3,1
31,4,1,0,1,1,0
177,1,0,141,2,1,1
201,3,1,141,3,2,1
164,5,1,0,1,2,0
93,1,1,0,1,0,1
178,3,1,0,2,3,1
6,5,0,107,1,2,1
198,4,0,0,1,1,0
15,5,1,57,1,2,1
164,2,0,0,1,1,0
18,3,1,0,2,3,1
208,1,0,0,1,0,1
207,1,1,25,1,1,1
212,1,0,37,2,0,1
201,1,1,166,4,3,1
22,3,1,0,1,2,0
161,2,0,0,1,0,0
104,3,0,0,1,0,0
199,5,1,41,1,3,1
18,2,0,141,1,3,1
3,6,0,30,1,1,1
198,2,0,37,2,1,1
46,3,0,0,1,1,0
18,3,0,0,1,5,0
155,4,1,0,1,3,0
4,3,1,107,2,2,1
68,1,1,49,2,1,1
202,5,1,0,0,1,1
48,2,1,0,1,1,0
192,3,0,74,2,1,1
105,6,0,106,2,3,1
123,1,0,120,2,1,1
185,4,0,82,2,3,1
176,2,0,37,2,1,1
6,3,0,82,2,3,1
177,1,1,82,2,3,1
3,2,0,40,2,5,1
167,3,1,57,1,2,1
207,2,1,0,1,3,0
9,4,1,0,1,35,0
164,1,1,0,1,3,0
178,1,0,37,1,1,1
4,3,0,0,1,23,1
3,2,0,67,2,2,1
117,3,1,120,3,5,1
202,2,1,82,3,2,1
68,1,0,49,1,1,1
66,4,0,41,2,3,1
4,1,1,67,1,1,1
155,3,1,0,1,1,0
201,2,1,141,3,3,1
219,5,1,94,2,1,1
164,1,1,0,1,2,0
177,2,1,67,2,2,1
4,3,1,67,1,2,1
164,5,0,0,1,1,0
8,1,0,0,1,1,0
202,4,0,0,1,1,1
177,1,1,58,2,1,1
201,3,0,154,3,3,1
202,4,1,0,1,1,1
201,3,1,127,3,3,1
164,3,0,0,1,3,0
201,2,0,123,3,2,1
164,3,0,0,1,2,0
192,5,1,124,2,3,1
208,1,1,58,2,1,1
7,5,0,0,2,6,1
2,2,1,123,1,2,1
160,4,0,0,1,2,0
0,4,1,82,1,3,1
37,3,1,49,1,1,1
155,1,0,57,1,2,1
207,5,0,0,1,1,0
191,6,0,58,2,7,1
204,6,1,0,1,1,1
25,4,1,0,1,3,0
155,2,0,0,1,2,0
36,2,1,0,1,2,0
6,4,0,5,1,1,1
202,2,0,141,2,1,1
191,1,1,107,2,2,1
102,1,0,0,2,2,1
198,5,0,5,1,0,1
202,2,1,166,3,3,1
4,4,1,106,2,4,1
47,2,1,0,1,1,0
14,3,0,0,2,2,1
34,5,0,0,1,1,0
161,3,1,0,1,1,0
164,1,0,0,1,1,0
6,4,0,118,2,3,1
19,5,1,0,1,3,0
216,2,0,58,1,1,1
164,1,1,0,1,1,0
36,3,0,58,1,1,1
31,5,1,0,1,2,0
84,4,1,106,2,4,1
92,4,0,0,1,3,0
36,2,1,0,1,3,0
217,3,1,58,1,3,1
22,3,1,0,1,3,0
223,1,1,58,1,1,1
18,1,1,0,1,3,0
12,1,1,0,1,1,0
44,1,1,0,1,1,0
32,1,1,0,1,1,0
202,4,1,166,2,1,1
45,2,0,0,1,2,0
202,1,1,183,2,1,1
22,3,0,0,1,1,0
37,1,0,0,1,1,0
0,2,0,82,1,3,1
18,3,0,0,1,3,0
219,3,0,82,1,3,1
175,3,1,58,1,1,1
15,3,0,133,2,2,1
12,6,0,0,1,4,1
155,4,1,0,1,1,0
202,3,1,166,3,3,1
155,2,0,0,1,1,0
1,3,0,82,1,1,1
163,3,0,82,1,3,1
14,3,1,82,1,3,1
38,1,0,0,1,1,0
44,6,0,0,1,1,0
18,1,1,0,1,1,0
14,2,1,82,2,3,1
48,6,1,0,1,1,0
216,4,0,82,2,3,1
45,2,0,0,1,1,0
12,1,1,0,1,1,0
49,3,1,82,2,3,1
12,3,0,0,1,3,0
198,2,1,82,1,2,1
32,1,1,0,1,1,0
32,3,0,0,1,3,0
12,3,1,0,1,3,0
1,2,1,82,1,2,1
3,4,0,150,2,4,1
208,4,0,82,1,2,1
177,4,0,82,2,3,1
36,3,1,0,1,3,0
211,2,1,0,1,2,0
18,3,1,58,1,3,1
0,1,1,106,1,3,1
216,4,1,82,1,3,1
177,3,0,0,0,7,1
36,1,1,0,1,1,0
118,4,1,0,0,4,1
18,2,1,0,1,1,0
4,2,0,0,0,4,1
97,1,0,0,1,2,0
12,2,0,0,1,0,0
44,2,1,0,1,1,0
4,3,0,0,1,0,0
6,4,1,0,1,1,0
0,2,1,82,1,2,1
202,2,1,130,2,1,1
195,4,1,0,1,3,1
185,4,1,0,2,0,1
36,4,1,0,1,4,0
4,4,0,184,2,2,1
114,3,1,0,0,3,1
216,3,1,0,1,3,0
27,5,0,0,1,3,0
201,1,1,166,2,1,1
8,5,0,183,1,3,1
12,4,1,0,1,2,0
155,1,1,0,1,3,0
22,3,1,0,1,2,0
73,4,0,0,2,2,1
202,1,0,127,2,1,1
10,2,1,0,1,3,0
22,3,0,0,1,3,0
224,3,1,165,1,2,1
155,5,0,106,1,3,1
9,5,0,0,1,1,0
26,2,1,134,2,3,1
15,1,0,0,1,1,0
11,5,1,0,1,3,0
198,3,0,67,1,1,1
39,3,1,0,1,3,0
198,3,1,95,1,2,1
62,3,0,82,2,3,1
2,2,1,67,1,3,1
0,1,1,44,1,1,1
227,2,1,4,1,2,1
216,1,1,124,1,3,1
201,3,1,183,3,3,1
0,1,1,82,1,1,1
39,1,1,0,1,1,0
16,2,0,58,1,1,1
201,5,1,166,2,3,1
4,5,0,0,1,2,1
9,4,0,0,1,3,0
107,2,0,99,1,3,1
37,3,1,0,1,3,0
202,3,0,89,2,5,1
2,4,0,124,1,3,1
18,2,1,42,1,2,1
43,1,1,38,1,1,1
40,2,1,0,1,2,0
214,1,0,175,1,2,1
162,3,0,82,1,2,1
224,3,1,0,1,4,1
22,4,0,0,1,2,0
33,2,1,0,1,1,0
199,4,0,57,1,2,1
0,3,0,82,1,3,1
202,2,1,124,2,1,1
36,3,0,0,1,3,0
43,3,0,0,1,1,0
37,1,0,0,1,2,0
4,4,1,141,2,2,1
162,4,0,0,1,0,0
155,2,1,30,2,0,1
30,5,1,0,1,1,1
40,5,0,0,1,3,0
4,3,0,106,1,3,1
18,1,1,0,1,1,0
202,6,0,166,2,1,1
37,1,0,58,1,1,1
12,1,1,0,1,1,0
4,3,0,63,1,3,1
26,3,0,0,1,3,0
18,4,1,0,1,1,0
189,6,0,82,1,1,1
36,2,1,0,1,1,0
195,5,0,82,2,3,1
18,3,0,0,1,3,0
219,3,1,58,1,3,1
44,2,1,0,1,2,0
198,3,0,58,1,3,1
202,2,1,183,3,3,1
78,4,0,141,2,3,1
215,6,1,106,1,3,1
18,1,0,0,1,1,0
36,4,0,0,1,1,0
201,2,0,141,3,3,1
8,3,0,82,1,3,1
106,2,1,0,1,4,0
209,6,0,114,1,1,1
40,1,1,0,1,3,0
18,1,0,0,1,3,0
36,3,0,0,1,1,0
48,2,0,82,1,2,1
12,1,1,0,1,1,0
202,2,1,0,1,22,1
19,3,0,0,1,2,1
37,4,0,0,1,0,1
36,1,0,0,1,3,0
212,5,1,0,1,2,0
149,2,0,0,1,1,1
0,1,0,94,1,1,1
0,2,1,99,1,1,1
12,1,1,49,1,1,1
187,2,1,106,1,3,1
22,4,0,0,1,3,0
216,2,0,67,1,1,1
46,4,0,82,1,4,1
0,4,1,57,1,2,1
18,1,0,51,1,3,1
123,3,0,82,2,3,1
12,2,0,64,1,2,1
36,2,1,49,1,2,1
4,4,0,82,1,2,1
177,4,0,17,2,2,1
201,2,0,0,1,3,1
24,5,1,0,1,2,1
165,3,1,0,1,4,1
9,2,1,82,1,2,1
101,5,0,0,1,3,0
228,5,0,0,1,1,1
105,1,0,0,1,1,0
219,3,1,82,1,1,1
0,1,0,25,1,2,1
201,4,0,0,2,1,1
22,2,1,0,1,3,0
119,3,0,175,2,3,1
18,5,1,213,1,3,1
8,5,0,134,1,3,1
0,2,0,67,1,1,1
214,3,0,165,2,2,1
22,1,0,0,1,5,0
26,4,0,0,1,4,0
35,5,0,0,1,7,0
68,3,0,0,2,1,1
157,5,0,0,1,1,0
8,4,0,78,1,1,1
123,3,0,166,2,3,1
15,3,1,71,1,1,1
30,4,0,0,1,0,0
36,2,0,0,1,3,0
8,2,1,0,1,2,0
36,4,0,0,1,2,0
15,1,1,106,2,1,1
53,3,1,17,1,27,1
1,4,1,67,1,1,1
164,5,1,0,1,23,0
1,4,0,82,2,1,1
31,4,0,0,1,1,0
40,4,1,0,1,3,0
19,4,0,0,1,2,0
19,2,1,0,1,2,0
112,3,1,0,2,1,1
43,3,1,0,1,3,0
179,3,0,0,1,0,1
14,3,0,141,1,2,1
224,6,1,21,1,3,1
220,4,0,0,1,3,0
11,4,0,67,1,1,1
18,2,1,58,1,1,1
198,1,1,25,1,1,1
3,5,0,82,2,3,1
155,4,1,0,1,2,0
123,2,0,0,1,1,0
123,2,0,0,2,3,0
177,2,1,124,2,3,1
201,4,1,124,2,1,1
201,5,0,141,3,3,1
177,5,0,106,2,3,1
32,1,0,0,1,0,0
93,6,1,0,1,3,0
22,3,0,0,1,3,0
201,2,0,106,2,1,1
210,2,0,0,1,2,0
190,5,1,0,1,3,0
32,3,0,0,1,2,0
0,1,0,44,1,1,1
177,2,1,124,2,1,1
0,6,1,82,1,4,1
36,1,0,41,1,1,1
213,3,1,82,1,4,1
202,2,1,58,2,1,1
0,3,0,0,1,3,1
4,3,1,82,2,2,1
219,4,1,123,2,2,1
216,2,0,0,1,1,0
155,3,1,58,2,3,1
155,4,1,0,1,5,0
201,4,0,199,2,0,1
44,1,1,0,1,1,0
40,3,0,5,1,3,1
36,2,1,0,1,2,0
14,4,0,0,1,1,0
18,4,1,41,1,3,1
36,4,0,0,1,4,1
223,5,0,0,1,3,1
6,5,1,58,1,1,1
6,5,1,94,2,3,1
201,4,0,183,3,3,1
44,2,0,0,1,4,0
176,5,1,82,2,3,1
40,3,0,0,1,3,0
26,4,0,0,1,3,0
18,5,0,0,1,1,0
77,2,0,0,1,1,0
204,3,1,114,2,3,1
164,3,0,183,2,3,1
177,2,0,25,1,0,1
36,5,1,0,1,1,0
4,4,1,67,1,3,1
29,2,1,0,1,0,0
12,3,0,124,1,3,1
29,4,0,0,1,0,0
227,1,1,0,1,1,1
19,3,0,0,1,3,0
91,3,1,0,2,3,1
0,3,0,106,2,3,1
1,3,1,84,2,3,1
44,1,1,0,1,1,0
40,3,0,0,1,3,0
0,2,0,67,1,3,1
44,2,0,0,1,2,0
35,3,0,0,1,3,0
26,4,1,0,1,4,0
49,2,1,82,2,2,1
155,3,1,70,1,2,1
33,1,0,0,1,3,0
47,3,0,0,1,2,0
49,1,0,58,1,2,1
217,2,0,0,2,3,1
26,3,0,0,1,3,1
155,4,1,0,1,3,0
19,3,1,0,1,4,0
44,3,0,0,1,3,0
73,3,1,0,2,4,1
202,3,0,150,3,1,1
22,3,1,0,1,2,0
47,1,1,0,1,1,0
22,3,0,0,1,2,0
43,1,1,0,1,1,0
6,4,1,41,1,1,1
0,3,0,58,1,3,1
36,1,1,0,1,1,0
18,1,1,0,1,1,0
14,3,0,106,1,3,1
4,4,0,82,1,3,1
22,2,0,0,1,2,0
122,1,0,0,1,0,0
47,3,1,0,1,1,0
14,4,1,124,1,3,1
9,3,0,0,1,2,0
6,2,1,82,1,1,1
7,5,1,67,1,1,1
36,3,0,0,1,3,0
36,2,1,0,1,1,0
47,1,1,0,1,1,0
36,2,1,0,1,0,1
177,5,1,82,1,2,1
216,4,0,0,1,1,0
6,1,0,106,1,1,1
10,4,1,0,2,2,0
36,5,0,0,1,1,0
36,6,0,0,1,2,0
214,3,1,37,1,3,1
47,2,0,0,1,1,0
6,6,0,106,1,3,1
14,1,1,124,1,3,1
46,1,0,0,1,1,0
48,2,0,0,1,3,0
18,4,0,0,1,3,0
37,3,1,0,1,3,0
201,1,1,209,2,0,1
22,3,0,0,1,1,0
4,2,0,106,1,3,1
0,4,1,106,1,1,1
47,1,1,0,1,1,0
19,1,0,0,1,2,0
1,4,1,107,1,2,1
0,4,0,82,1,3,1
200,3,1,0,1,3,1
36,2,1,0,1,1,0
26,2,0,0,1,1,0
4,4,1,82,1,1,1
4,3,0,82,1,3,1
202,4,0,145,3,2,1
219,5,1,106,1,3,1
123,2,0,82,2,1,1
9,4,0,82,1,3,1
0,2,1,99,1,1,1
121,1,0,141,2,1,1
89,2,0,123,2,2,1
119,3,0,183,1,3,1
4,5,0,124,1,3,1
26,4,1,0,1,1,0
36,2,1,0,1,2,0
42,1,0,0,1,1,0
204,6,0,0,1,2,0
89,2,1,0,1,1,0
65,2,0,41,1,1,1
61,4,1,0,1,3,0
54,3,1,0,1,1,0
61,3,0,0,1,1,0
219,4,0,67,2,3,1
201,5,1,0,0,3,1
68,4,1,0,1,1,1
150,3,0,0,1,2,0
169,2,1,82,1,1,1
54,1,0,0,1,3,1
59,4,1,0,1,1,1
170,3,1,0,1,3,1
63,1,0,123,1,3,1
43,4,0,0,1,1,1
177,2,1,58,1,1,1
54,3,1,0,1,2,1
49,5,0,0,1,1,1
53,1,0,41,1,1,1
54,3,1,0,1,2,1
64,4,0,0,1,1,1
53,2,1,107,1,2,1
63,4,1,0,1,1,1
63,3,0,0,1,3,1
162,3,0,0,1,2,1
61,4,1,0,1,1,1
54,5,0,0,1,1,1
190,3,1,0,1,3,1
66,4,1,0,1,1,1
55,5,0,0,1,1,1
68,4,0,0,1,1,1
54,5,1,0,1,1,1
177,3,0,0,1,2,1
53,3,1,0,1,2,1
49,1,0,58,1,1,1
147,1,1,2,2,0,1
54,4,0,0,1,1,1
169,3,0,0,1,1,1
175,4,0,0,1,3,1
53,1,0,58,1,1,1
51,3,1,0,1,3,1
60,3,0,0,1,3,1
53,1,1,0,1,1,1
202,4,1,141,2,2,1
54,5,0,0,1,1,0
49,2,0,0,1,1,0
81,4,1,0,1,1,0
61,4,0,0,1,1,0
151,3,0,0,1,3,0
49,2,0,0,1,1,0
62,1,0,67,1,3,1
78,1,1,57,1,2,1
201,4,1,0,0,7,1
175,2,0,67,1,3,1
84,4,0,36,1,2,1
49,1,0,82,1,1,1
68,4,0,0,1,3,0
14,1,1,0,1,2,1
96,4,1,78,1,1,1
202,2,0,0,2,1,1
153,2,0,0,1,2,0
18,1,1,99,1,2,1
224,3,1,99,1,3,1
57,4,1,0,1,2,0
49,4,1,0,1,2,0
202,1,1,30,2,0,1
54,1,0,0,1,1,0
66,2,0,0,1,1,0
68,5,1,0,1,3,0
68,3,1,0,1,1,0
52,4,1,0,1,3,0
86,4,0,0,1,3,1
210,3,1,0,1,3,1
68,3,0,30,1,3,1
202,1,0,41,2,0,1
151,1,1,0,1,1,0
154,2,0,0,1,2,0
54,4,0,0,1,1,0
63,3,1,0,1,3,0
168,4,0,0,1,1,0
49,2,0,25,1,1,1
171,4,1,67,1,1,1
49,3,1,0,1,3,0
52,4,1,0,1,3,0
136,3,0,82,1,1,1
68,2,1,0,1,1,0
153,2,1,0,1,1,0
51,1,1,0,1,1,0
57,2,0,0,1,1,0
53,5,1,199,1,2,1
54,3,1,0,1,2,0
52,3,0,0,1,0,0
49,2,0,82,2,5,1
54,3,1,0,1,1,0
62,1,1,0,1,2,0
57,2,1,0,1,5,0
153,2,1,0,1,1,0
68,3,0,0,1,2,0
49,4,1,0,1,2,0
177,3,1,0,2,3,1
68,1,0,0,1,1,1
58,2,0,37,1,1,1
63,4,0,0,1,1,0
63,3,1,0,1,1,0
62,5,0,0,1,1,0
49,1,0,0,1,1,0
65,4,1,0,1,1,0
55,5,1,0,1,2,0
59,1,1,0,1,1,0
53,3,0,0,1,3,1
180,4,1,0,1,1,1
154,2,1,0,1,2,1
190,3,1,0,1,3,1
51,3,0,0,1,2,0
63,4,0,0,1,2,0
52,5,0,0,1,3,0
153,2,0,0,1,3,0
51,3,0,0,1,2,0
68,5,0,150,1,3,1
56,4,1,0,1,3,0
89,2,0,30,1,1,1
50,5,1,0,1,2,0
87,3,0,0,1,9,0
201,5,1,0,0,0,1
146,2,0,99,3,3,1
9,2,1,17,1,2,1
49,4,0,58,1,3,1
61,3,1,0,1,1,0
62,3,1,0,1,2,0
154,1,0,0,1,1,0
53,3,0,0,1,2,0
54,5,1,0,1,2,0
63,4,0,0,1,2,0
59,1,1,0,1,1,0
49,5,0,0,1,1,0
62,4,1,0,1,1,0
62,4,1,0,1,1,1
177,2,1,9,1,2,1
128,3,0,25,2,1,1
49,3,1,0,1,2,1
98,5,1,0,1,0,1
49,5,0,0,1,1,0
59,4,0,0,1,1,0
54,5,1,0,1,1,0
53,4,1,0,1,2,0
214,4,0,78,1,3,1
201,3,1,0,0,5,1
9,5,0,141,2,7,1
61,5,1,0,0,2,0
59,3,1,0,1,5,1
62,4,0,0,1,2,0
49,2,0,0,1,1,0
202,4,1,0,0,3,1
52,4,1,0,1,1,0
54,1,0,39,1,1,1
89,5,0,71,1,1,1
153,3,1,99,1,3,1
60,4,1,0,1,3,0
78,4,0,0,1,1,0
52,5,1,0,1,1,0
63,4,1,107,1,2,1
63,4,0,0,1,1,0
54,2,0,0,1,1,0
59,1,0,0,1,1,0
53,3,0,0,1,1,0
63,5,1,0,1,2,0
62,2,1,0,1,1,0
66,4,1,0,1,1,0
153,1,1,0,1,1,0
153,3,0,0,1,2,0
68,2,1,0,1,3,0
169,2,0,0,1,1,0
195,5,1,58,2,4,1
57,1,1,0,1,1,0
58,5,1,0,1,2,0
53,4,0,0,1,1,0
60,1,0,0,1,1,0
59,2,1,0,1,1,0
62,3,0,0,1,3,0
55,2,0,0,1,1,0
49,4,1,0,1,2,0
150,4,1,0,1,3,0
177,3,0,141,1,2,1
49,2,0,124,1,1,1
63,3,0,71,1,3,1
55,1,1,82,1,3,1
62,4,1,0,1,2,0
49,2,0,0,1,1,0
53,5,0,0,1,1,0
57,5,1,0,1,3,0
51,3,0,82,1,3,1
68,2,1,17,1,1,1
150,5,0,0,1,1,0
63,5,1,0,1,1,1
58,3,1,0,1,2,0
53,4,0,0,1,1,0
89,4,1,0,1,1,0
62,1,0,0,1,1,0
63,5,1,0,1,2,0
51,3,1,0,1,2,0
49,1,1,106,1,1,1
63,5,0,0,1,1,0
54,2,0,0,1,1,0
61,5,0,0,1,4,0
202,4,1,0,0,3,1
143,4,1,41,2,0,1
54,5,0,4,1,2,1
53,2,1,49,2,2,1
68,4,0,94,1,1,1
177,3,0,106,1,3,1
70,5,0,0,1,1,0
175,3,1,99,1,2,1
167,4,1,82,2,5,1
95,3,0,67,1,3,1
154,4,0,0,1,3,0
56,3,1,67,2,3,1
77,2,1,0,2,4,1
52,5,1,0,1,0,1
151,5,0,0,1,1,1
62,2,1,0,1,3,1
68,4,0,0,1,3,1
59,3,0,0,1,3,1
68,2,0,0,1,2,0
52,4,1,0,1,1,0
201,2,1,141,2,1,1
54,3,1,0,1,2,0
65,4,0,0,2,2,0
62,4,1,25,1,3,1
153,3,0,0,1,1,0
97,2,1,0,1,2,1
202,2,0,107,3,2,1
80,3,0,0,1,2,1
53,4,1,82,1,3,1
57,3,0,0,1,3,0
2,4,1,0,1,3,1
201,3,1,124,3,3,1
54,1,0,58,1,3,1
53,4,0,37,1,1,1
49,1,1,165,1,2,1
53,3,1,0,1,3,0
62,3,0,0,2,3,0
57,1,1,17,1,3,1
73,5,0,0,1,3,1
49,4,0,49,1,3,1
60,4,1,0,1,2,1
58,3,1,0,1,3,0
56,4,0,0,1,1,0
63,5,0,0,1,1,0
57,6,1,0,1,2,0
153,4,1,0,1,1,0
52,3,0,0,1,2,0
